,date_time,charge_desc,injured,killed,hit_run_lvl,address,lat,lng
679,1,LANE USAGE:2-WAY LEFT TURN LANE (I),0,0,0,"1700   HOLLISTER STREET, San Diego, CA",32.564742,-117.084163
680,1,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,0,"1400   01ST AVENUE, San Diego, CA",,
681,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"2500   L STREET, San Diego, CA",32.707466,-117.140059
682,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"7800   ARDATH LANE, San Diego, CA",32.849941,-117.250491
683,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"1800   VIA ENCANTADORAS  , San Diego, CA",32.56339,-117.060017
684,1,BICYCLE DRIVING ON WRONG SIDE OF ROAD,1,0,0,"3900   MYRTLE AVENUE, San Diego, CA",32.742286,-117.110535
685,0,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,0,"3700   CAMINO DEL RIO WEST  , San Diego, CA",32.755054,-117.205096
686,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"7500   LINDA VISTA ROAD, San Diego, CA",32.79855083333334,-117.15956116666666
687,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"3200   55TH STREET, San Diego, CA",32.73989111701377,-117.07770847119104
688,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"11700   WESTVIEW PARKWAY, San Diego, CA",32.930654,-117.12227
689,0,FAIL TO OBEY TRAFFIC CONTROL DEVICE,1,0,0,"3900   EL CAJON BOULEVARD, San Diego, CA",32.7859071,-116.9767298
690,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"8800   RIO SAN DIEGO DRIVE, San Diego, CA",32.77576,-117.141036
691,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"2500   DEL MAR HEIGHTS ROAD, San Diego, CA",32.948789,-117.248442
692,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"4800   RUSHDEN AVENUE, San Diego, CA",32.832146,-117.181069
693,1,HIT AND RUN:PROP DAMAGE (M),0,0,1,"4200   ADAMS AVENUE, San Diego, CA",32.7632764,-117.1106502
694,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"4500   LA JOLLA VILLAGE DRIVE, San Diego, CA",32.87397505897741,-117.20855133824811
695,0,TRAFFIC CONTROL DEV:DRVR FAILURE TO OBEY (I),0,0,1,"8200   CIVITA BOULEVARD, San Diego, CA",32.7775637,-117.1469762
696,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"6300   IMPERIAL AVENUE, San Diego, CA",32.7041759,-117.1067834
697,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"500   WASHINGTON STREET, San Diego, CA",33.073177,-116.863438
698,1,TURNS:ILLEGAL U-TURN IN A BUSINESS DISTRICT (I),1,0,0,"4400   MISSION BAY DRIVE, San Diego, CA",32.801739,-117.215246
699,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"1300   SASSAFRAS STREET, San Diego, CA",32.738234,-117.174739
700,1,ENTERING HWY FROM PRIVATE ROAD OR DRIVEWAY,1,0,0,"8100   CAM SANTA FE  , San Diego, CA",,
701,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"8400   GENESEE AVENUE, San Diego, CA",32.8142652,-117.1794037
702,1,"UNCONTROLLED INTERSECTION,YIELD TO FIRST VEHICLE WITHIN",1,0,0,"4100   DELTA STREET, San Diego, CA",32.688836,-117.105806
703,0,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,FELONY,"1800   IMPERIAL AVENUE, San Diego, CA",32.7041759,-117.1067834
704,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"2600   COLUMBINE STREET, San Diego, CA",32.734273,-117.10119
705,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,0,"6800   CAMPHOR LANE, San Diego, CA",32.673918703703706,-117.04356237037037
706,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4500   IMPERIAL AVENUE, San Diego, CA",32.704694,-117.097402
707,1,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,0,"1000   KETTNER BOULEVARD, San Diego, CA",32.716828,-117.169265
708,0,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"800   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
709,1,STARTING PARKED VEHICLES OR BACKING,0,0,0,"8600   HURLBUT STREET, San Diego, CA",32.80498167857143,-117.14285703571429
710,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1300   FASHION VALLEY ROAD, San Diego, CA",32.768071273651415,-117.17147464616245
711,1,FOLLOWING TOO CLOSELY,1,0,0,"400   EUCLID AVENUE, San Diego, CA",32.708743,-117.085092
712,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5500   BAJA DRIVE, San Diego, CA",32.76780580732147,-117.07697075481116
713,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3900   NIMITZ BOULEVARD, San Diego, CA",32.74105165499504,-117.23203478579447
714,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"6400   EDMONTON AVENUE, San Diego, CA",32.854607,-117.201467
715,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3400   COPLEY AVENUE, San Diego, CA",32.767321,-117.120448
716,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"4900   SHAWLINE STREET, San Diego, CA",32.830231,-117.163899
717,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1800 S 32ND STREET, San Diego, CA",32.72452,-117.125557
718,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5000   COLLEGE AVENUE, San Diego, CA",32.768788,-117.06881
719,1,UNSAFE START ON HWY (I),0,0,0,"4400   CAMINO DE LA PLAZA  , San Diego, CA",32.5455075001475,-117.04044493493257
720,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"1200   ROSECRANS STREET, San Diego, CA",32.7301553,-117.2244274
721,1,LEFT TURNS AT INTERSECTIONS,1,0,0,"8200   ST ANDREWS AVENUE, San Diego, CA",32.565895,-116.966571
722,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"4200   FAIRMOUNT AVENUE, San Diego, CA",32.7750252,-117.098281
723,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"1300   GARNET AVENUE, San Diego, CA",32.8051662,-117.2233097
724,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"0   CONGRESS STREET, San Diego, CA",32.7555472,-117.1994753
725,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"3400   IMPERIAL AVENUE, San Diego, CA",32.7041759,-117.1067834
726,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"1500   GARNET AVENUE, San Diego, CA",32.8051662,-117.2233097
727,0,STARTING PARKED VEHICLES OR BACKING,0,0,1,"3300   NOBEL DRIVE, San Diego, CA",32.867915997459626,-117.23181358089676
728,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3700   CONVOY STREET, San Diego, CA",32.811323,-117.15358
729,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,0,"8400   BLUE LAKE DRIVE, San Diego, CA",32.791839,-117.017723
730,1,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"4600   WIGHTMAN STREET, San Diego, CA",32.747782,-117.095373
731,0,LANE USAGE:DIV HWY:DRIVE WRONG SIDE OF BARRIER (M),1,0,0,"900 S WOODMAN STREET, San Diego, CA",32.693323,-117.049313
732,1,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,0,"700   CORDOVA STREET, San Diego, CA",32.719522,-117.255564
733,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4900   ORANGE AVENUE, San Diego, CA",32.6022421,-117.069412
734,1,"PEDESTRIAN TRAFFIC, 'WAIT' SIGN",1,0,1,"1000   CESAR E CHAVEZ PARKWAY, San Diego, CA",32.700619,-117.145238
735,1,FOLLOWING TOO CLOSELY,1,0,1,"7000   FRIARS ROAD, San Diego, CA",32.769340586676584,-117.17037162279851
736,0,DUI ALCOHOL (M),0,0,0,"7900   CAMINITO SANTALUZ NORTE  , San Diego, CA",32.9904054,-117.1506333
737,1,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),1,0,0,"9400   SIEMPRE VIVA ROAD, San Diego, CA",32.554662,-116.941343
738,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"4300   33RD STREET, San Diego, CA",32.755391,-117.122303
739,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"2200   AVNDA COSTA ESTE  , San Diego, CA",,
740,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"6100   MISSION GORGE ROAD, San Diego, CA",32.7913088,-117.0978242
741,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3500   VAN DYKE AVENUE, San Diego, CA",32.742278,-117.103415
742,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5000   CONVOY STREET, San Diego, CA",32.832855,-117.153371
743,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,0,"5900   MISSION GORGE ROAD, San Diego, CA",32.7913088,-117.0978242
744,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,FELONY,"3300   MURPHY CANYON ROAD, San Diego, CA",32.807278,-117.114776
745,1,"RED ARROW,DO NOT ENTER INTERSECTION",0,0,1,"9800   CARMEL MTN ROAD, San Diego, CA",32.9654983,-117.1197029
746,0,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"9000   REGENTS ROAD, San Diego, CA",32.869736,-117.218425
747,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"1600   BAYVIEW HEIGHTS DRIVE, San Diego, CA",32.721933,-117.079845
748,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"3100   COMMERCIAL STREET, San Diego, CA",32.705426,-117.127238
749,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"17100   BERNARDO CENTER DRIVE, San Diego, CA",33.0239528126046,-117.07449011393093
750,1,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,0,"0   BALBOA AVENUE, San Diego, CA",32.8216522,-117.159121
751,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"700   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
752,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"4800   GENESEE AVENUE, San Diego, CA",32.8142652,-117.1794037
753,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,0,"16500   VIA ESPRILLO  , San Diego, CA",33.01488904165724,-117.09196315535999
754,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"6000   MISSION GORGE ROAD, San Diego, CA",32.783346,-117.098347
755,1,FOLLOWING TOO CLOSELY,0,0,1,"3700   EUCLID AVENUE, San Diego, CA",32.716164,-117.0850063
756,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3000   OCEAN FRONT WALK, San Diego, CA",32.767756,-117.25268
757,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3800   50TH STREET, San Diego, CA",32.747363,-117.087071
758,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"2500   TORREY PINES ROAD, San Diego, CA",32.851512,-117.249655
759,1,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"900   WASHINGTON STREET, San Diego, CA",33.07314762964878,-116.87347781249717
760,1,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,0,"1100   SUNSET CLIFFS BOULEVARD, San Diego, CA",32.729862,-117.256203
761,1,STARTING PARKED VEHICLES OR BACKING,0,0,1,"800   PEARL STREET, San Diego, CA",32.840193,-117.274209
762,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"12300   WORLD TRADE DRIVE, San Diego, CA",32.987958169202926,-117.07128792534847
763,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4400   POLK AVENUE, San Diego, CA",32.75151,-117.099652
764,1,STARTING PARKED VEHICLES OR BACKING,1,0,0,"3000   06TH AVENUE, San Diego, CA",,
765,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,1,0,"1800   LA MEDIA ROAD, San Diego, CA",32.56301025,-116.962287
766,0,RIGHT-OF-WAY:DRVR YIELD TO PEDESTRIAN IN CROSSWALK (I),1,0,0,"1300   01ST AVENUE, San Diego, CA",,
767,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"7900   TEXAS STREET, San Diego, CA",32.7670634,-117.1391385
768,0,FAILED TO STOP FOR STOP SIGN (I),0,0,1,"4100   WILSON AVENUE, San Diego, CA",32.75168,-117.11689
769,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5200   LINDA VISTA ROAD, San Diego, CA",32.8020723,-117.1573307
770,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"5900   CAMTO DEPORTE  , San Diego, CA",,
771,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3900   ADAMS AVENUE, San Diego, CA",32.763358,-117.110805
772,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"8200   GILMAN DRIVE, San Diego, CA",32.85420375718916,-117.23721068899366
773,1,PEDESTRIANS OUTSIDE CROSSWALKS,1,0,0,"6600   LINDA VISTA ROAD, San Diego, CA",32.8020723,-117.1573307
774,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"300   47TH STREET, San Diego, CA",32.707842790029076,-117.09373625913601
775,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"7200   FRIARS ROAD, San Diego, CA",32.7721825,-117.1579537
776,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,0,"4300   MONTEZUMA ROAD, San Diego, CA",32.77089,-117.0788148
777,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"0   E/A 4200 Mt Abernathy AVENUE, San Diego, CA",,
778,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"7000   ELDRIDGE STREET, San Diego, CA",32.796068,-117.071414
779,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"14700   CARMEL VALLEY ROAD, San Diego, CA",32.9655945,-117.1843702
780,1,PASS ON THE RIGHT SAFELY,1,0,0,"1000 S 32ND STREET, San Diego, CA",32.695846,-117.125416
781,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4600   MONROE AVENUE, San Diego, CA",32.759131800339375,-117.0953339789616
782,1,STARTING PARKED VEHICLES OR BACKING,0,0,1,"7000   FRIARS ROAD, San Diego, CA",32.769340586676584,-117.17037162279851
783,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"6000   MISSION GORGE ROAD, San Diego, CA",32.783346,-117.098347
784,1,PED IN CROSSWALK: STOP/DELAY VEHICLES OR SUDDENLY LEAVE PLACE OF SAFETY (I),1,0,0,"4200   48TH STREET, San Diego, CA",32.753218,-117.091255
785,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"0   NAVAJO ROAD, San Diego, CA",32.7949315,-117.0660668
786,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3100   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
787,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"3000   MISSION BOULEVARD, San Diego, CA",32.802624,-117.257347
788,1,PASS ON THE RIGHT SAFELY,1,0,0,"4800   54TH STREET, San Diego, CA",32.765457,-117.079713
789,1,DRVG WITHOUT VALID DRVR'S LIC (M),1,0,0,"2500   HOWARD AVENUE, San Diego, CA",32.754124,-117.137434
790,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3300   MORENA BOULEVARD, San Diego, CA",32.7626591,-117.197945
791,0,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",0,0,1,"3500   SPORTS ARENA BOULEVARD, San Diego, CA",32.7553042,-117.21226958193277
792,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"3100   MISSION BOULEVARD, San Diego, CA",32.802624,-117.257347
793,1,U-TURN IN BUSINESS DISTRICT,1,0,0,"1600   HOLLISTER STREET, San Diego, CA",32.56777353049239,-117.08417330996586
794,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"1900   LIEDER DRIVE, San Diego, CA",32.573618,-117.091727
795,1,FOLLOWING TOO CLOSELY,1,0,0,"5800   MADRA AVENUE, San Diego, CA",32.784529,-117.058882
796,1,HIT AND RUN:PROP DAMAGE (M),0,0,1,"8200   GOLD COAST DRIVE, San Diego, CA",32.90540601001776,-117.14785935353524
797,1,UNSAFE START ON HWY (I),0,0,1,"1100   BEARDSLEY STREET, San Diego, CA",32.700971,-117.147688
798,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"11700   CARMEL COUNTRY ROAD, San Diego, CA",32.944911510471215,-117.21637786841725
799,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"4600   CANNINGTON DRIVE, San Diego, CA",32.825618,-117.168233
800,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"5000   LONG BRANCH AVENUE, San Diego, CA",32.750962,-117.24771
801,1,RIGHT-OF-WAY:ENTERING HWY (I),0,0,0,"0 N ALLEY 800 GRAND AVENUE, San Diego, CA",14.51003735,-90.57182341221169
802,1,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"11800   PASEO LUCIDO  , San Diego, CA",33.013168,-117.074364
803,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5700   TORTUGA ROAD, San Diego, CA",32.834877,-117.101929
804,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"800   05TH AVENUE, San Diego, CA",,
805,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"2200   DENVER STREET, San Diego, CA",32.784686,-117.204411
806,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4400   LOGAN AVENUE, San Diego, CA",32.696928,-117.100065
807,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"9600   CHESAPEAKE DRIVE, San Diego, CA",32.83410380469807,-117.12392461183927
808,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"5200   FEDERAL BOULEVARD, San Diego, CA",32.721609,-117.082472
809,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,0,"0   EUCLID AVENUE, San Diego, CA",32.7096389,-117.086031
810,0,STOP REQUIREMENTS STATE STOP LINE,0,0,1,"900   HOTEL NORTH CIRCLE, San Diego, CA",32.75842045,-117.17046931674109
811,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"700   28TH STREET, San Diego, CA",32.713442,-117.133845
812,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"400   PEARL STREET, San Diego, CA",32.838955,-117.279562
813,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,0,"3700   NOBEL DRIVE, San Diego, CA",32.868435,-117.224585
814,1,"ENTRANCE FROM STOP THROUGH HIGHWAY,YIELD UNTIL REASONABLY SAFE",1,0,0,"4200   MEADE AVENUE, San Diego, CA",32.75717,-117.104871
815,1,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,1,"5900   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
816,1,FOLLOWING TOO CLOSELY,1,0,0,"4500   KEARNY VILLA ROAD, San Diego, CA",32.8901624,-117.1170304
817,1,FOLLOWING TOO CLOSELY,1,0,0,"13600   CAM DEL SUR  , San Diego, CA",19.818997,-90.5359467
818,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"600   C STREET, San Diego, CA",32.716845,-117.159124
819,1,LEFT TURN YIELD UNTIL SAFE OR U-TURN,1,0,0,"2600   TORREY PINES ROAD, San Diego, CA",32.8459741,-117.2686472
820,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"7800   MIRA MESA BOULEVARD, San Diego, CA",32.91122009709123,-117.15450024363575
821,1,YIELD RIGHT OF WAY TO PEDESTRIANS,1,0,0,"2500   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
822,1,RIGHT-OF-WAY:TO EMERGENCY VEH (I),0,0,0,"4000   WASHINGTON STREET, San Diego, CA",32.749998,-117.1608796
823,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"2300   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
824,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"2800   MADISON AVENUE, San Diego, CA",32.76109,-117.133767
825,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"1000   BROADWAY  , San Diego, CA",32.808082,-116.947703
826,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"3500   COLLEGE AVENUE, San Diego, CA",32.744537,-117.054521
827,0,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,0,"3600   WAWONA DRIVE, San Diego, CA",32.735241,-117.230204
828,1,"VIOLATION OF BASIC SPEED LAW, SPEED UNSAFE FOR CONDITIONS",1,0,0,"5500   FAIRMOUNT AVENUE, San Diego, CA",32.7750252,-117.098281
829,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"6900   FRIARS ROAD, San Diego, CA",32.768853,-117.171513
830,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"9800   AERO DRIVE, San Diego, CA",32.80930393682774,-117.11769073612606
831,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"12900   FLINTWOOD WAY, San Diego, CA",32.95279844444445,-117.19827116666667
832,1,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,1,"4600   ALTADENA AVENUE, San Diego, CA",32.76105,-117.085801
833,0,PED IN CROSSWALK: STOP/DELAY VEHICLES OR SUDDENLY LEAVE PLACE OF SAFETY (I),0,0,0,"100   14TH STREET, San Diego, CA",32.706404,-117.151967
834,0,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"6400   LA JOLLA BOULEVARD, San Diego, CA",32.8322056,-117.276725
835,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"8800   MIRA MESA BOULEVARD, San Diego, CA",32.91315187594773,-117.1341877920035
836,1,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (I),1,0,0,"2000   ALAQUINAS DRIVE, San Diego, CA",32.560694,-117.042991
837,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4600   PACIFIC HIGHWAY, San Diego, CA",32.7640729,-117.2041102
838,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,0,"4500   FELTON STREET, San Diego, CA",32.759178,-117.121882
839,0,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),0,0,1,"3500   47TH STREET, San Diego, CA",32.742245,-117.093473
840,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"0   EMERALD STREET, San Diego, CA",32.799641,-117.25058
841,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"4300   ALABAMA STREET, San Diego, CA",32.755384,-117.142628
842,1,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (M),1,0,0,"4800   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
843,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4000   58TH STREET, San Diego, CA",32.74897,-117.072809
844,1,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,0,"6100   BROOKLYN AVENUE, San Diego, CA",32.71323757161579,-117.0660444418702
845,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"1700   CABLE STREET, San Diego, CA",32.742977,-117.251863
846,1,"RED OR STOP,VEHICLES STOP AT LIMIT LINE",1,0,0,"10200   GENESEE AVENUE, San Diego, CA",32.8142652,-117.1794037
847,1,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4400   MISSION BAY DRIVE, San Diego, CA",32.801739,-117.215246
848,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"1600   GRAND AVENUE, San Diego, CA",33.145606,-117.198003
849,0,"RED ARROW,DO NOT ENTER INTERSECTION",1,0,0,"9000   MIRA MESA BOULEVARD, San Diego, CA",32.916298,-117.129845
850,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"3100   CLAIREMONT DRIVE, San Diego, CA",32.7916517,-117.1973143
851,1,HIT AND RUN:PROP DAMAGE (M),1,0,1,"3800   47TH STREET, San Diego, CA",32.747807,-117.093471
852,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,0,0,1,"4100   BONILLO DRIVE, San Diego, CA",32.753335,-117.059694
853,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,1,"4400   UNIVERSITY AVENUE, San Diego, CA",32.7497606,-117.1186691
854,0,TURNING MOVEMENTS AND REQUIRED SIGNALS,1,0,0,"17600   POMERADO ROAD, San Diego, CA",33.0120131,-117.056532
855,1,HIT AND RUN,0,0,1,"4500   MAX DRIVE, San Diego, CA",32.759181,-117.096847
856,1,STARTING PARKED VEHICLES OR BACKING,0,0,0,"1500   01ST AVENUE, San Diego, CA",,
857,1,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,1,"0   BRIARWOOD ROAD, San Diego, CA",32.676434,-117.024902
858,0,"ENTRANCE FROM STOP THROUGH HIGHWAY,YIELD UNTIL REASONABLY SAFE",1,0,1,"2800   MADISON AVENUE, San Diego, CA",32.76109,-117.133767
